uid,first_name,last_name,years_of_experience,uid
2251,fp900,lp900,10,711
2252,fp901,lp901,11,956
2253,fp902,lp902,1,1109
2254,fp903,lp903,2,1008
2255,fp904,lp904,3,1247
2256,fp905,lp905,4,1273
2257,fp906,lp906,5,1016
2258,fp907,lp907,6,1201
2259,fp908,lp908,7,1326
2260,fp909,lp909,8,702
2261,fp910,lp910,9,748
2262,fp911,lp911,10,848
2263,fp912,lp912,11,1174
2264,fp913,lp913,1,934
2265,fp914,lp914,2,678
2266,fp915,lp915,3,1191
2267,fp916,lp916,4,1265
2268,fp917,lp917,5,1201
2269,fp918,lp918,6,964
2270,fp919,lp919,7,1271
2271,fp920,lp920,8,825
2272,fp921,lp921,9,791
2273,fp922,lp922,10,1186
2274,fp923,lp923,11,1239
2275,fp924,lp924,1,1017
2276,fp925,lp925,2,1313
2277,fp926,lp926,3,964
2278,fp927,lp927,4,1267
2279,fp928,lp928,5,757
2280,fp929,lp929,6,859
2281,fp930,lp930,7,997
2282,fp931,lp931,8,1241
2283,fp932,lp932,9,1219
2284,fp933,lp933,10,727
2285,fp934,lp934,11,1039
2286,fp935,lp935,1,919
2287,fp936,lp936,2,1071
2288,fp937,lp937,3,1110
2289,fp938,lp938,4,1347
2290,fp939,lp939,5,1310
2291,fp940,lp940,6,1100
2292,fp941,lp941,7,840
2293,fp942,lp942,8,690
2294,fp943,lp943,9,1067
2295,fp944,lp944,10,1309
2296,fp945,lp945,11,1078
2297,fp946,lp946,1,872
2298,fp947,lp947,2,1334
2299,fp948,lp948,3,945
2300,fp949,lp949,4,1034
2301,fp950,lp950,5,923
2302,fp951,lp951,6,1205
2303,fp952,lp952,7,837
2304,fp953,lp953,8,700
2305,fp954,lp954,9,1193
2306,fp955,lp955,10,920
2307,fp956,lp956,11,887
2308,fp957,lp957,1,894
2309,fp958,lp958,2,804
2310,fp959,lp959,3,854
2311,fp960,lp960,4,1198
2312,fp961,lp961,5,1020
2313,fp962,lp962,6,980
2314,fp963,lp963,7,959
2315,fp964,lp964,8,1139
2316,fp965,lp965,9,703
2317,fp966,lp966,10,1035
2318,fp967,lp967,11,1068
2319,fp968,lp968,1,1296
2320,fp969,lp969,2,810
2321,fp970,lp970,3,951
2322,fp971,lp971,4,1072
2323,fp972,lp972,5,1152
2324,fp973,lp973,6,1232
2325,fp974,lp974,7,829
2326,fp975,lp975,8,1073
2327,fp976,lp976,9,1013
2328,fp977,lp977,10,942
2329,fp978,lp978,11,920
2330,fp979,lp979,1,1085
2331,fp980,lp980,2,866
2332,fp981,lp981,3,1341
2333,fp982,lp982,4,796
2334,fp983,lp983,5,1222
2335,fp984,lp984,6,1092
2336,fp985,lp985,7,1206
2337,fp986,lp986,8,724
2338,fp987,lp987,9,770
2339,fp988,lp988,10,901
2340,fp989,lp989,11,716
2341,fp990,lp990,1,942
2342,fp991,lp991,2,1133
2343,fp992,lp992,3,1114
2344,fp993,lp993,4,1314
2345,fp994,lp994,5,753
2346,fp995,lp995,6,1043
2347,fp996,lp996,7,1256
2348,fp997,lp997,8,1321
2349,fp998,lp998,9,998
2350,fp999,lp999,10,754
2351,fp1000,lp1000,11,1067
2352,fp1001,lp1001,1,1244
2353,fp1002,lp1002,2,1328
2354,fp1003,lp1003,3,923
2355,fp1004,lp1004,4,888
2356,fp1005,lp1005,5,1243
2357,fp1006,lp1006,6,1260
2358,fp1007,lp1007,7,1022
2359,fp1008,lp1008,8,758
2360,fp1009,lp1009,9,753
2361,fp1010,lp1010,10,740
2362,fp1011,lp1011,11,691
2363,fp1012,lp1012,1,1241
2364,fp1013,lp1013,2,685
2365,fp1014,lp1014,3,817
2366,fp1015,lp1015,4,1151
2367,fp1016,lp1016,5,1282
2368,fp1017,lp1017,6,880
2369,fp1018,lp1018,7,787
2370,fp1019,lp1019,8,1115
2371,fp1020,lp1020,9,1177
2372,fp1021,lp1021,10,1136
2373,fp1022,lp1022,11,1062
2374,fp1023,lp1023,1,823
2375,fp1024,lp1024,2,991
2376,fp1025,lp1025,3,1268
2377,fp1026,lp1026,4,1113
2378,fp1027,lp1027,5,1230
2379,fp1028,lp1028,6,1191
2380,fp1029,lp1029,7,955
2381,fp1030,lp1030,8,677
2382,fp1031,lp1031,9,954
2383,fp1032,lp1032,10,728
2384,fp1033,lp1033,11,976
2385,fp1034,lp1034,1,1322
2386,fp1035,lp1035,2,1309
2387,fp1036,lp1036,3,836
2388,fp1037,lp1037,4,1140
2389,fp1038,lp1038,5,1043
2390,fp1039,lp1039,6,764
2391,fp1040,lp1040,7,695
2392,fp1041,lp1041,8,1196
2393,fp1042,lp1042,9,1253
2394,fp1043,lp1043,10,1228
2395,fp1044,lp1044,11,954
2396,fp1045,lp1045,1,736
2397,fp1046,lp1046,2,781
2398,fp1047,lp1047,3,1328
2399,fp1048,lp1048,4,1258
2400,fp1049,lp1049,5,890
2401,fp1050,lp1050,6,709
2402,fp1051,lp1051,7,1069
2403,fp1052,lp1052,8,1238
2404,fp1053,lp1053,9,966
2405,fp1054,lp1054,10,1228
2406,fp1055,lp1055,11,742
2407,fp1056,lp1056,1,1049
2408,fp1057,lp1057,2,1187
2409,fp1058,lp1058,3,980
2410,fp1059,lp1059,4,1001
2411,fp1060,lp1060,5,1182
2412,fp1061,lp1061,6,1039
2413,fp1062,lp1062,7,878
2414,fp1063,lp1063,8,1252
2415,fp1064,lp1064,9,1016
2416,fp1065,lp1065,10,1210
2417,fp1066,lp1066,11,1191
2418,fp1067,lp1067,1,1231
2419,fp1068,lp1068,2,1017
2420,fp1069,lp1069,3,1217
2421,fp1070,lp1070,4,739
2422,fp1071,lp1071,5,1263
2423,fp1072,lp1072,6,919
2424,fp1073,lp1073,7,690
2425,fp1074,lp1074,8,706
2426,fp1075,lp1075,9,701
2427,fp1076,lp1076,10,681
2428,fp1077,lp1077,11,726
2429,fp1078,lp1078,1,1140
2430,fp1079,lp1079,2,1051
2431,fp1080,lp1080,3,956
2432,fp1081,lp1081,4,889
2433,fp1082,lp1082,5,959
2434,fp1083,lp1083,6,944
2435,fp1084,lp1084,7,1260
2436,fp1085,lp1085,8,1026
2437,fp1086,lp1086,9,1110
2438,fp1087,lp1087,10,1282
2439,fp1088,lp1088,11,1272
2440,fp1089,lp1089,1,1249
2441,fp1090,lp1090,2,994
2442,fp1091,lp1091,3,710
2443,fp1092,lp1092,4,791
2444,fp1093,lp1093,5,1230
2445,fp1094,lp1094,6,687
2446,fp1095,lp1095,7,1303
2447,fp1096,lp1096,8,741
2448,fp1097,lp1097,9,1048
2449,fp1098,lp1098,10,899
2450,fp1099,lp1099,11,1013
2451,fp1100,lp1100,1,904
2452,fp1101,lp1101,2,1125
2453,fp1102,lp1102,3,711
2454,fp1103,lp1103,4,697
2455,fp1104,lp1104,5,680
2456,fp1105,lp1105,6,1103
2457,fp1106,lp1106,7,1048
2458,fp1107,lp1107,8,1317
2459,fp1108,lp1108,9,739
2460,fp1109,lp1109,10,1061
2461,fp1110,lp1110,11,690
2462,fp1111,lp1111,1,697
2463,fp1112,lp1112,2,1178
2464,fp1113,lp1113,3,1211
2465,fp1114,lp1114,4,915
2466,fp1115,lp1115,5,1228
2467,fp1116,lp1116,6,866
2468,fp1117,lp1117,7,1161
2469,fp1118,lp1118,8,678
2470,fp1119,lp1119,9,1001
2471,fp1120,lp1120,10,1081
2472,fp1121,lp1121,11,1122
2473,fp1122,lp1122,1,1233
2474,fp1123,lp1123,2,981
2475,fp1124,lp1124,3,918
2476,fp1125,lp1125,4,1172
2477,fp1126,lp1126,5,731
2478,fp1127,lp1127,6,689
2479,fp1128,lp1128,7,686
2480,fp1129,lp1129,8,1097
2481,fp1130,lp1130,9,1208
2482,fp1131,lp1131,10,1253
2483,fp1132,lp1132,11,723
2484,fp1133,lp1133,1,1276
2485,fp1134,lp1134,2,1186
2486,fp1135,lp1135,3,1178
2487,fp1136,lp1136,4,845
2488,fp1137,lp1137,5,1095
2489,fp1138,lp1138,6,942
2490,fp1139,lp1139,7,1150
2491,fp1140,lp1140,8,1157
2492,fp1141,lp1141,9,926
2493,fp1142,lp1142,10,1226
2494,fp1143,lp1143,11,678
2495,fp1144,lp1144,1,1305
2496,fp1145,lp1145,2,1305
2497,fp1146,lp1146,3,743
2498,fp1147,lp1147,4,813
2499,fp1148,lp1148,5,1321
2500,fp1149,lp1149,6,869
2501,fp1150,lp1150,7,1183
2502,fp1151,lp1151,8,1121
2503,fp1152,lp1152,9,1188
2504,fp1153,lp1153,10,1147
2505,fp1154,lp1154,11,1121
2506,fp1155,lp1155,1,723
2507,fp1156,lp1156,2,965
2508,fp1157,lp1157,3,985
2509,fp1158,lp1158,4,857
2510,fp1159,lp1159,5,802
2511,fp1160,lp1160,6,1183
2512,fp1161,lp1161,7,1016
2513,fp1162,lp1162,8,1303
2514,fp1163,lp1163,9,1136
2515,fp1164,lp1164,10,1252
2516,fp1165,lp1165,11,1185
2517,fp1166,lp1166,1,1006
2518,fp1167,lp1167,2,812
2519,fp1168,lp1168,3,686
2520,fp1169,lp1169,4,764
2521,fp1170,lp1170,5,1082
2522,fp1171,lp1171,6,1073
2523,fp1172,lp1172,7,905
2524,fp1173,lp1173,8,1039
2525,fp1174,lp1174,9,1260
2526,fp1175,lp1175,10,1003
2527,fp1176,lp1176,11,823
2528,fp1177,lp1177,1,1111
2529,fp1178,lp1178,2,1283
2530,fp1179,lp1179,3,1181
2531,fp1180,lp1180,4,775
2532,fp1181,lp1181,5,1059
2533,fp1182,lp1182,6,732
2534,fp1183,lp1183,7,1060
2535,fp1184,lp1184,8,686
2536,fp1185,lp1185,9,1063
2537,fp1186,lp1186,10,868
2538,fp1187,lp1187,11,772
2539,fp1188,lp1188,1,1108
2540,fp1189,lp1189,2,982
2541,fp1190,lp1190,3,817
2542,fp1191,lp1191,4,1322
2543,fp1192,lp1192,5,1282
2544,fp1193,lp1193,6,1028
2545,fp1194,lp1194,7,1313
2546,fp1195,lp1195,8,685
2547,fp1196,lp1196,9,917
2548,fp1197,lp1197,10,984
2549,fp1198,lp1198,11,976
2550,fp1199,lp1199,1,1211
2551,fp1200,lp1200,2,865
2552,fp1201,lp1201,3,760
2553,fp1202,lp1202,4,782
2554,fp1203,lp1203,5,1135
2555,fp1204,lp1204,6,1119
2556,fp1205,lp1205,7,1120
2557,fp1206,lp1206,8,745
2558,fp1207,lp1207,9,1219
2559,fp1208,lp1208,10,1316
2560,fp1209,lp1209,11,766
2561,fp1210,lp1210,1,993
2562,fp1211,lp1211,2,1124
2563,fp1212,lp1212,3,965
2564,fp1213,lp1213,4,1003
2565,fp1214,lp1214,5,921
2566,fp1215,lp1215,6,973
2567,fp1216,lp1216,7,874
2568,fp1217,lp1217,8,1158
2569,fp1218,lp1218,9,836
2570,fp1219,lp1219,10,1346
2571,fp1220,lp1220,11,958
2572,fp1221,lp1221,1,1095
2573,fp1222,lp1222,2,897
2574,fp1223,lp1223,3,946
2575,fp1224,lp1224,4,945
2576,fp1225,lp1225,5,1236
2577,fp1226,lp1226,6,1149
2578,fp1227,lp1227,7,913
2579,fp1228,lp1228,8,1341
2580,fp1229,lp1229,9,730
2581,fp1230,lp1230,10,930
2582,fp1231,lp1231,11,802
2583,fp1232,lp1232,1,1184
2584,fp1233,lp1233,2,1162
2585,fp1234,lp1234,3,1112
2586,fp1235,lp1235,4,736
2587,fp1236,lp1236,5,1337
2588,fp1237,lp1237,6,855
2589,fp1238,lp1238,7,1092
2590,fp1239,lp1239,8,1069
2591,fp1240,lp1240,9,1016
2592,fp1241,lp1241,10,1022
2593,fp1242,lp1242,11,1202
2594,fp1243,lp1243,1,995
2595,fp1244,lp1244,2,1170
2596,fp1245,lp1245,3,1036
2597,fp1246,lp1246,4,1219
2598,fp1247,lp1247,5,965
2599,fp1248,lp1248,6,885
2600,fp1249,lp1249,7,1213
2601,fp1250,lp1250,8,1209
2602,fp1251,lp1251,9,767
2603,fp1252,lp1252,10,1329
2604,fp1253,lp1253,11,1036
2605,fp1254,lp1254,1,932
2606,fp1255,lp1255,2,975
2607,fp1256,lp1256,3,1021
2608,fp1257,lp1257,4,1065
2609,fp1258,lp1258,5,1048
2610,fp1259,lp1259,6,999
2611,fp1260,lp1260,7,772
2612,fp1261,lp1261,8,1179
2613,fp1262,lp1262,9,941
2614,fp1263,lp1263,10,1317
2615,fp1264,lp1264,11,1189
2616,fp1265,lp1265,1,1278
2617,fp1266,lp1266,2,1196
2618,fp1267,lp1267,3,1301
2619,fp1268,lp1268,4,1298
2620,fp1269,lp1269,5,884
2621,fp1270,lp1270,6,883
2622,fp1271,lp1271,7,909
2623,fp1272,lp1272,8,1155
2624,fp1273,lp1273,9,1282
2625,fp1274,lp1274,10,907
2626,fp1275,lp1275,11,816
2627,fp1276,lp1276,1,966
2628,fp1277,lp1277,2,885
2629,fp1278,lp1278,3,1308
2630,fp1279,lp1279,4,953
2631,fp1280,lp1280,5,1093
2632,fp1281,lp1281,6,1102
2633,fp1282,lp1282,7,852
2634,fp1283,lp1283,8,748
2635,fp1284,lp1284,9,947
2636,fp1285,lp1285,10,999
2637,fp1286,lp1286,11,1019
2638,fp1287,lp1287,1,944
2639,fp1288,lp1288,2,1044
2640,fp1289,lp1289,3,748
2641,fp1290,lp1290,4,1293
2642,fp1291,lp1291,5,1337
2643,fp1292,lp1292,6,851
2644,fp1293,lp1293,7,1164
2645,fp1294,lp1294,8,1031
2646,fp1295,lp1295,9,744
2647,fp1296,lp1296,10,1105
2648,fp1297,lp1297,11,1002
2649,fp1298,lp1298,1,899
2650,fp1299,lp1299,2,790
2651,fp1300,lp1300,3,1188
2652,fp1301,lp1301,4,1244
2653,fp1302,lp1302,5,1152
2654,fp1303,lp1303,6,1311
2655,fp1304,lp1304,7,984
2656,fp1305,lp1305,8,1064
2657,fp1306,lp1306,9,747
2658,fp1307,lp1307,10,875
2659,fp1308,lp1308,11,927
2660,fp1309,lp1309,1,1286
2661,fp1310,lp1310,2,1042
2662,fp1311,lp1311,3,1304
2663,fp1312,lp1312,4,907
2664,fp1313,lp1313,5,1000
2665,fp1314,lp1314,6,788
2666,fp1315,lp1315,7,752
2667,fp1316,lp1316,8,1110
2668,fp1317,lp1317,9,1142
2669,fp1318,lp1318,10,732
2670,fp1319,lp1319,11,1247
2671,fp1320,lp1320,1,956
2672,fp1321,lp1321,2,709
2673,fp1322,lp1322,3,1182
2674,fp1323,lp1323,4,1103
2675,fp1324,lp1324,5,1204
2676,fp1325,lp1325,6,857
2677,fp1326,lp1326,7,1024
2678,fp1327,lp1327,8,912
2679,fp1328,lp1328,9,1037
2680,fp1329,lp1329,10,918
2681,fp1330,lp1330,11,1107
2682,fp1331,lp1331,1,1338
2683,fp1332,lp1332,2,1172
2684,fp1333,lp1333,3,1272
2685,fp1334,lp1334,4,1280
2686,fp1335,lp1335,5,744
2687,fp1336,lp1336,6,1016
2688,fp1337,lp1337,7,972
2689,fp1338,lp1338,8,944
2690,fp1339,lp1339,9,1203
2691,fp1340,lp1340,10,872
2692,fp1341,lp1341,11,1044
2693,fp1342,lp1342,1,1243
2694,fp1343,lp1343,2,1208
2695,fp1344,lp1344,3,690
2696,fp1345,lp1345,4,993
2697,fp1346,lp1346,5,1225
2698,fp1347,lp1347,6,1097
2699,fp1348,lp1348,7,1337
2700,fp1349,lp1349,8,724
2701,fp1350,lp1350,9,1016
2702,fp1351,lp1351,10,682
2703,fp1352,lp1352,11,1011
2704,fp1353,lp1353,1,1077
2705,fp1354,lp1354,2,1189
2706,fp1355,lp1355,3,1149
2707,fp1356,lp1356,4,941
2708,fp1357,lp1357,5,1016
2709,fp1358,lp1358,6,761
2710,fp1359,lp1359,7,1318
2711,fp1360,lp1360,8,1272
2712,fp1361,lp1361,9,999
2713,fp1362,lp1362,10,1062
2714,fp1363,lp1363,11,1216
2715,fp1364,lp1364,1,799
2716,fp1365,lp1365,2,946
2717,fp1366,lp1366,3,1175
2718,fp1367,lp1367,4,924
2719,fp1368,lp1368,5,893
2720,fp1369,lp1369,6,869
2721,fp1370,lp1370,7,1178
2722,fp1371,lp1371,8,1332
2723,fp1372,lp1372,9,730
2724,fp1373,lp1373,10,1259
2725,fp1374,lp1374,11,1053
2726,fp1375,lp1375,1,1092
2727,fp1376,lp1376,2,1249
2728,fp1377,lp1377,3,1016
2729,fp1378,lp1378,4,720
2730,fp1379,lp1379,5,704
2731,fp1380,lp1380,6,1189
2732,fp1381,lp1381,7,732
2733,fp1382,lp1382,8,976
2734,fp1383,lp1383,9,1196
2735,fp1384,lp1384,10,948
2736,fp1385,lp1385,11,815
2737,fp1386,lp1386,1,962
2738,fp1387,lp1387,2,1314
2739,fp1388,lp1388,3,909
2740,fp1389,lp1389,4,1096
2741,fp1390,lp1390,5,698
2742,fp1391,lp1391,6,1149
2743,fp1392,lp1392,7,1348
2744,fp1393,lp1393,8,1199
2745,fp1394,lp1394,9,965
2746,fp1395,lp1395,10,1288
2747,fp1396,lp1396,11,1064
2748,fp1397,lp1397,1,1007
2749,fp1398,lp1398,2,883
2750,fp1399,lp1399,3,852
2751,fp1400,lp1400,4,870
2752,fp1401,lp1401,5,1278
2753,fp1402,lp1402,6,696
2754,fp1403,lp1403,7,692
2755,fp1404,lp1404,8,1267
2756,fp1405,lp1405,9,934
2757,fp1406,lp1406,10,710
2758,fp1407,lp1407,11,733
2759,fp1408,lp1408,1,804
2760,fp1409,lp1409,2,923
2761,fp1410,lp1410,3,992
2762,fp1411,lp1411,4,816
2763,fp1412,lp1412,5,956
2764,fp1413,lp1413,6,861
2765,fp1414,lp1414,7,755
2766,fp1415,lp1415,8,1109
2767,fp1416,lp1416,9,723
2768,fp1417,lp1417,10,878
2769,fp1418,lp1418,11,1200
2770,fp1419,lp1419,1,1042
2771,fp1420,lp1420,2,717
2772,fp1421,lp1421,3,922
2773,fp1422,lp1422,4,1001
2774,fp1423,lp1423,5,1327
2775,fp1424,lp1424,6,856
2776,fp1425,lp1425,7,1058
2777,fp1426,lp1426,8,1202
2778,fp1427,lp1427,9,1296
2779,fp1428,lp1428,10,1322
2780,fp1429,lp1429,11,994
2781,fp1430,lp1430,1,850
2782,fp1431,lp1431,2,795
2783,fp1432,lp1432,3,1086
2784,fp1433,lp1433,4,1295
2785,fp1434,lp1434,5,902
2786,fp1435,lp1435,6,1178
2787,fp1436,lp1436,7,726
2788,fp1437,lp1437,8,884
2789,fp1438,lp1438,9,1134
2790,fp1439,lp1439,10,1006
2791,fp1440,lp1440,11,765
2792,fp1441,lp1441,1,1128
2793,fp1442,lp1442,2,1350
2794,fp1443,lp1443,3,929
2795,fp1444,lp1444,4,677
2796,fp1445,lp1445,5,1108
2797,fp1446,lp1446,6,1090
2798,fp1447,lp1447,7,1021
2799,fp1448,lp1448,8,999
2800,fp1449,lp1449,9,1254
2801,fp1450,lp1450,10,1135
2802,fp1451,lp1451,11,1295
2803,fp1452,lp1452,1,973
2804,fp1453,lp1453,2,742
2805,fp1454,lp1454,3,1196
2806,fp1455,lp1455,4,1145
2807,fp1456,lp1456,5,1081
2808,fp1457,lp1457,6,1109
2809,fp1458,lp1458,7,1154
2810,fp1459,lp1459,8,759
2811,fp1460,lp1460,9,851
2812,fp1461,lp1461,10,834
2813,fp1462,lp1462,11,1016
2814,fp1463,lp1463,1,1226
2815,fp1464,lp1464,2,892
2816,fp1465,lp1465,3,689
2817,fp1466,lp1466,4,1321
2818,fp1467,lp1467,5,842
2819,fp1468,lp1468,6,899
2820,fp1469,lp1469,7,732
2821,fp1470,lp1470,8,1017
2822,fp1471,lp1471,9,907
2823,fp1472,lp1472,10,1021
2824,fp1473,lp1473,11,730
2825,fp1474,lp1474,1,950
2826,fp1475,lp1475,2,1082
2827,fp1476,lp1476,3,1254
2828,fp1477,lp1477,4,919
2829,fp1478,lp1478,5,928
2830,fp1479,lp1479,6,793
2831,fp1480,lp1480,7,712
2832,fp1481,lp1481,8,1149
2833,fp1482,lp1482,9,1214
2834,fp1483,lp1483,10,1263
2835,fp1484,lp1484,11,696
2836,fp1485,lp1485,1,1169
2837,fp1486,lp1486,2,961
2838,fp1487,lp1487,3,968
2839,fp1488,lp1488,4,1259
2840,fp1489,lp1489,5,767
2841,fp1490,lp1490,6,858
2842,fp1491,lp1491,7,717
2843,fp1492,lp1492,8,856
2844,fp1493,lp1493,9,888
2845,fp1494,lp1494,10,1217
2846,fp1495,lp1495,11,1180
2847,fp1496,lp1496,1,861
2848,fp1497,lp1497,2,1332
2849,fp1498,lp1498,3,1144
2850,fp1499,lp1499,4,1107
2851,fp1500,lp1500,5,1268
2852,fp1501,lp1501,6,1062
2853,fp1502,lp1502,7,1015
2854,fp1503,lp1503,8,953
2855,fp1504,lp1504,9,947
2856,fp1505,lp1505,10,973
2857,fp1506,lp1506,11,815
2858,fp1507,lp1507,1,1285
2859,fp1508,lp1508,2,981
2860,fp1509,lp1509,3,811
2861,fp1510,lp1510,4,1311
2862,fp1511,lp1511,5,788
2863,fp1512,lp1512,6,805
2864,fp1513,lp1513,7,973
2865,fp1514,lp1514,8,745
2866,fp1515,lp1515,9,712
2867,fp1516,lp1516,10,1306
2868,fp1517,lp1517,11,820
2869,fp1518,lp1518,1,1134
2870,fp1519,lp1519,2,1229
2871,fp1520,lp1520,3,1191
2872,fp1521,lp1521,4,722
2873,fp1522,lp1522,5,976
2874,fp1523,lp1523,6,767
2875,fp1524,lp1524,7,743
2876,fp1525,lp1525,8,1312
2877,fp1526,lp1526,9,795
2878,fp1527,lp1527,10,1096
2879,fp1528,lp1528,11,1251
2880,fp1529,lp1529,1,798
2881,fp1530,lp1530,2,1274
2882,fp1531,lp1531,3,1218
2883,fp1532,lp1532,4,1192
2884,fp1533,lp1533,5,972
2885,fp1534,lp1534,6,985
2886,fp1535,lp1535,7,1198
2887,fp1536,lp1536,8,854
2888,fp1537,lp1537,9,997
2889,fp1538,lp1538,10,750
2890,fp1539,lp1539,11,1120
2891,fp1540,lp1540,1,811
2892,fp1541,lp1541,2,1019
2893,fp1542,lp1542,3,737
2894,fp1543,lp1543,4,930
2895,fp1544,lp1544,5,752
2896,fp1545,lp1545,6,947
2897,fp1546,lp1546,7,891
2898,fp1547,lp1547,8,768
2899,fp1548,lp1548,9,1051
2900,fp1549,lp1549,10,899
2901,fp1550,lp1550,11,966
2902,fp1551,lp1551,1,1187
2903,fp1552,lp1552,2,943
2904,fp1553,lp1553,3,1094
2905,fp1554,lp1554,4,1112
2906,fp1555,lp1555,5,857
2907,fp1556,lp1556,6,781
2908,fp1557,lp1557,7,1312
2909,fp1558,lp1558,8,728
2910,fp1559,lp1559,9,1268
2911,fp1560,lp1560,10,1204
2912,fp1561,lp1561,11,1334
2913,fp1562,lp1562,1,1263
2914,fp1563,lp1563,2,1257
2915,fp1564,lp1564,3,781
2916,fp1565,lp1565,4,912
2917,fp1566,lp1566,5,1212
2918,fp1567,lp1567,6,1142
2919,fp1568,lp1568,7,1045
2920,fp1569,lp1569,8,1242
2921,fp1570,lp1570,9,897
2922,fp1571,lp1571,10,967
2923,fp1572,lp1572,11,1023
2924,fp1573,lp1573,1,710
2925,fp1574,lp1574,2,1262
2926,fp1575,lp1575,3,1097
2927,fp1576,lp1576,4,688
2928,fp1577,lp1577,5,1046
2929,fp1578,lp1578,6,818
2930,fp1579,lp1579,7,1184
2931,fp1580,lp1580,8,740
2932,fp1581,lp1581,9,1301
2933,fp1582,lp1582,10,1252
2934,fp1583,lp1583,11,910
2935,fp1584,lp1584,1,1232
2936,fp1585,lp1585,2,932
2937,fp1586,lp1586,3,728
2938,fp1587,lp1587,4,1307
2939,fp1588,lp1588,5,713
2940,fp1589,lp1589,6,1203
2941,fp1590,lp1590,7,860
2942,fp1591,lp1591,8,1064
2943,fp1592,lp1592,9,1262
2944,fp1593,lp1593,10,1139
2945,fp1594,lp1594,11,805
2946,fp1595,lp1595,1,1064
2947,fp1596,lp1596,2,873
2948,fp1597,lp1597,3,815
2949,fp1598,lp1598,4,807
2950,fp1599,lp1599,5,761
2951,fp1600,lp1600,6,903
2952,fp1601,lp1601,7,820
2953,fp1602,lp1602,8,973
2954,fp1603,lp1603,9,744
2955,fp1604,lp1604,10,1130
2956,fp1605,lp1605,11,819
2957,fp1606,lp1606,1,1204
2958,fp1607,lp1607,2,1329
2959,fp1608,lp1608,3,778
2960,fp1609,lp1609,4,769
2961,fp1610,lp1610,5,1204
2962,fp1611,lp1611,6,808
2963,fp1612,lp1612,7,955
2964,fp1613,lp1613,8,920
2965,fp1614,lp1614,9,1205
2966,fp1615,lp1615,10,1130
2967,fp1616,lp1616,11,920
2968,fp1617,lp1617,1,1006
2969,fp1618,lp1618,2,1264
2970,fp1619,lp1619,3,676
2971,fp1620,lp1620,4,991
2972,fp1621,lp1621,5,834
2973,fp1622,lp1622,6,819
2974,fp1623,lp1623,7,1057
2975,fp1624,lp1624,8,747
2976,fp1625,lp1625,9,1319
2977,fp1626,lp1626,10,954
2978,fp1627,lp1627,11,980
2979,fp1628,lp1628,1,985
2980,fp1629,lp1629,2,1294
2981,fp1630,lp1630,3,702
2982,fp1631,lp1631,4,1248
2983,fp1632,lp1632,5,775
2984,fp1633,lp1633,6,895
2985,fp1634,lp1634,7,1005
2986,fp1635,lp1635,8,810
2987,fp1636,lp1636,9,689
2988,fp1637,lp1637,10,1306
2989,fp1638,lp1638,11,1186
2990,fp1639,lp1639,1,727
2991,fp1640,lp1640,2,947
2992,fp1641,lp1641,3,1179
2993,fp1642,lp1642,4,1197
2994,fp1643,lp1643,5,1322
2995,fp1644,lp1644,6,913
2996,fp1645,lp1645,7,821
2997,fp1646,lp1646,8,1347
2998,fp1647,lp1647,9,685
2999,fp1648,lp1648,10,848
3000,fp1649,lp1649,11,1208
3001,fp1650,lp1650,1,1227
3002,fp1651,lp1651,2,1233
3003,fp1652,lp1652,3,1177
3004,fp1653,lp1653,4,753
3005,fp1654,lp1654,5,1314
3006,fp1655,lp1655,6,1213
3007,fp1656,lp1656,7,1308
3008,fp1657,lp1657,8,1006
3009,fp1658,lp1658,9,756
3010,fp1659,lp1659,10,818
3011,fp1660,lp1660,11,1075
3012,fp1661,lp1661,1,1067
3013,fp1662,lp1662,2,1264
3014,fp1663,lp1663,3,1072
3015,fp1664,lp1664,4,1041
3016,fp1665,lp1665,5,1268
3017,fp1666,lp1666,6,988
3018,fp1667,lp1667,7,862
3019,fp1668,lp1668,8,1076
3020,fp1669,lp1669,9,1263
3021,fp1670,lp1670,10,1053
3022,fp1671,lp1671,11,1137
3023,fp1672,lp1672,1,1324
3024,fp1673,lp1673,2,1222
3025,fp1674,lp1674,3,898
3026,fp1675,lp1675,4,1140
3027,fp1676,lp1676,5,1194
3028,fp1677,lp1677,6,873
3029,fp1678,lp1678,7,937
3030,fp1679,lp1679,8,765
3031,fp1680,lp1680,9,1117
3032,fp1681,lp1681,10,696
3033,fp1682,lp1682,11,831
3034,fp1683,lp1683,1,1086
3035,fp1684,lp1684,2,1161
3036,fp1685,lp1685,3,711
3037,fp1686,lp1686,4,716
3038,fp1687,lp1687,5,836
3039,fp1688,lp1688,6,1076
3040,fp1689,lp1689,7,1268
3041,fp1690,lp1690,8,768
3042,fp1691,lp1691,9,979
3043,fp1692,lp1692,10,1349
3044,fp1693,lp1693,11,924
3045,fp1694,lp1694,1,960
3046,fp1695,lp1695,2,907
3047,fp1696,lp1696,3,846
3048,fp1697,lp1697,4,694
3049,fp1698,lp1698,5,1000
3050,fp1699,lp1699,6,1276
3051,fp1700,lp1700,7,1096
3052,fp1701,lp1701,8,1072
3053,fp1702,lp1702,9,1323
3054,fp1703,lp1703,10,1195
3055,fp1704,lp1704,11,949
3056,fp1705,lp1705,1,1187
3057,fp1706,lp1706,2,1303
3058,fp1707,lp1707,3,730
3059,fp1708,lp1708,4,685
